kind,date,mode_price
こまつな,20230721,131.23996446617562
こまつな,20230722,131.23996446617562
こまつな,20230724,131.23996446617562
こまつな,20230725,131.23996446617562
こまつな,20230727,131.23996446617562
こまつな,20230728,131.23996446617562
こまつな,20230729,131.23996446617562
こまつな,20230731,131.23996446617562
ブロッコリー,20230701,1800.5975865673424
ブロッコリー,20230703,1800.5975865673424
ブロッコリー,20230704,1800.5975865673424
ブロッコリー,20230706,1800.5975865673424
ブロッコリー,20230707,1800.5975865673424
ブロッコリー,20230708,1800.5975865673424
ブロッコリー,20230710,1800.5975865673424
ブロッコリー,20230711,1800.5975865673424
ブロッコリー,20230713,1800.5975865673424
ブロッコリー,20230714,1800.5975865673424
ブロッコリー,20230715,1800.5975865673424
ブロッコリー,20230718,1800.5975865673424
ブロッコリー,20230719,1800.5975865673424
ブロッコリー,20230720,1800.5975865673424
ブロッコリー,20230721,1800.5975865673424
ブロッコリー,20230722,1800.5975865673424
ブロッコリー,20230724,1800.5975865673424
ブロッコリー,20230725,1800.5975865673424
ブロッコリー,20230727,1800.5975865673424
ブロッコリー,20230728,1800.5975865673424
ブロッコリー,20230729,1800.5975865673424
ブロッコリー,20230731,1800.5975865673424
きゅうり,20230701,1688.988326607996
きゅうり,20230703,1688.988326607996
きゅうり,20230704,1688.988326607996
きゅうり,20230706,1688.988326607996
きゅうり,20230707,1688.988326607996
きゅうり,20230708,1688.988326607996
きゅうり,20230710,1688.988326607996
きゅうり,20230711,1688.988326607996
きゅうり,20230713,1688.988326607996
きゅうり,20230714,1688.988326607996
きゅうり,20230715,1688.988326607996
きゅうり,20230718,1688.988326607996
きゅうり,20230719,1688.988326607996
きゅうり,20230720,1688.988326607996
きゅうり,20230721,1688.988326607996
きゅうり,20230722,1688.988326607996
きゅうり,20230724,1688.988326607996
きゅうり,20230725,1688.988326607996
きゅうり,20230727,1688.988326607996
きゅうり,20230728,1688.988326607996
きゅうり,20230729,1688.988326607996
きゅうり,20230731,1688.988326607996
かぼちゃ,20230701,2656.229373191784
かぼちゃ,20230703,2656.229373191784
かぼちゃ,20230704,2656.229373191784
かぼちゃ,20230706,2656.229373191784
かぼちゃ,20230707,2656.229373191784
かぼちゃ,20230708,2656.229373191784
かぼちゃ,20230710,2656.229373191784
かぼちゃ,20230711,2656.229373191784
かぼちゃ,20230713,2656.229373191784
かぼちゃ,20230714,2656.229373191784
かぼちゃ,20230715,2656.229373191784
かぼちゃ,20230718,2656.229373191784
かぼちゃ,20230719,2656.229373191784
かぼちゃ,20230720,2656.229373191784
かぼちゃ,20230721,2656.229373191784
かぼちゃ,20230722,2656.229373191784
かぼちゃ,20230724,2656.229373191784
かぼちゃ,20230725,2656.229373191784
かぼちゃ,20230727,2656.229373191784
かぼちゃ,20230728,2656.229373191784
かぼちゃ,20230729,2656.229373191784
かぼちゃ,20230731,2656.229373191784
トマト,20230701,1234.4853054017583
トマト,20230703,1234.4853054017583
トマト,20230704,1234.4853054017583
トマト,20230706,1234.4853054017583
トマト,20230707,1234.4853054017583
トマト,20230708,1234.4853054017583
トマト,20230710,1234.4853054017583
トマト,20230711,1234.4853054017583
トマト,20230713,1234.4853054017583
トマト,20230714,1234.4853054017583
トマト,20230715,1234.4853054017583
トマト,20230718,1234.4853054017583
トマト,20230719,1234.4853054017583
トマト,20230720,1234.4853054017583
トマト,20230721,1234.4853054017583
トマト,20230722,1234.4853054017583
トマト,20230724,1234.4853054017583
トマト,20230725,1234.4853054017583
トマト,20230727,1234.4853054017583
トマト,20230728,1234.4853054017583
トマト,20230729,1234.4853054017583
トマト,20230731,1234.4853054017583
ピーマン,20230701,77.23644143660887
ピーマン,20230703,77.23644143660887
ピーマン,20230704,77.23644143660887
ピーマン,20230706,77.23644143660887
ピーマン,20230707,77.23644143660887
ピーマン,20230708,77.23644143660887
ピーマン,20230710,77.23644143660887
ピーマン,20230711,77.23644143660887
ピーマン,20230713,77.23644143660887
ピーマン,20230714,77.23644143660887
ピーマン,20230715,77.23644143660887
ピーマン,20230718,77.23644143660887
ピーマン,20230719,77.23644143660887
ピーマン,20230720,77.23644143660887
ピーマン,20230721,77.23644143660887
ピーマン,20230722,77.23644143660887
ピーマン,20230724,77.23644143660887
ピーマン,20230725,77.23644143660887
ピーマン,20230727,77.23644143660887
ピーマン,20230728,77.23644143660887
ピーマン,20230729,77.23644143660887
ピーマン,20230731,77.23644143660887
じゃがいも,20230701,2300.237744015384
じゃがいも,20230703,2300.237744015384
じゃがいも,20230704,2300.237744015384
じゃがいも,20230706,2300.237744015384
じゃがいも,20230707,2300.237744015384
じゃがいも,20230708,2300.237744015384
じゃがいも,20230710,2300.237744015384
じゃがいも,20230711,2300.237744015384
じゃがいも,20230713,2300.237744015384
じゃがいも,20230714,2300.237744015384
じゃがいも,20230715,2300.237744015384
じゃがいも,20230718,2300.237744015384
じゃがいも,20230719,2300.237744015384
じゃがいも,20230720,2300.237744015384
じゃがいも,20230721,2300.237744015384
じゃがいも,20230722,2300.237744015384
じゃがいも,20230724,2300.237744015384
じゃがいも,20230725,2300.237744015384
じゃがいも,20230727,2300.237744015384
じゃがいも,20230728,2300.237744015384
じゃがいも,20230729,2300.237744015384
じゃがいも,20230731,2300.237744015384
