area,year,month,mean_mean_temp,max_mean_temp,min_mean_temp,mean_max_temp,max_max_temp,min_max_temp,mean_min_temp,max_min_temp,min_min_temp,mean_sum_rain,max_sum_rain,min_sum_rain,mean_sun_time,max_sun_time,min_sun_time,sum_sun_time,mean_mean_humid,max_mean_humid,min_mean_humid,sum_isOver6TimeSunset
êÂë‰,2008,4,11.113333333333333,15.6,7.1,15.356666666666666,21.8,8.8,7.293333333333334,12.2,2.5,4.25,52.0,0.0,5.61,11.7,0.0,168.3,63.63333333333333,93.0,35.0,14.0
êÂë‰,2008,5,14.793548387096775,20.5,9.1,19.1,26.3,10.6,11.187096774193549,15.2,5.1,4.82258064516129,56.0,0.0,4.912903225806452,12.8,0.0,152.3,73.80645161290323,94.0,30.0,15.0
êÂë‰,2008,6,18.543333333333333,22.0,14.6,22.85666666666667,28.3,17.3,15.163333333333332,18.9,11.9,3.3833333333333333,42.0,0.0,5.493333333333334,13.6,0.0,164.8,77.9,92.0,49.0,14.0
êÂë‰,2008,7,22.874193548387098,25.6,18.8,26.425806451612903,30.7,21.7,20.5258064516129,23.2,14.7,2.370967741935484,16.5,0.0,3.296774193548387,12.1,0.0,102.2,85.93548387096774,95.0,73.0,7.0
êÂë‰,2008,8,23.106451612903225,27.2,16.7,26.70967741935484,33.6,18.9,20.67096774193548,24.2,15.5,14.32258064516129,87.5,0.0,2.967741935483871,12.9,0.0,92.0,85.6774193548387,97.0,70.0,5.0
êÂë‰,2008,9,20.973333333333336,25.2,14.5,24.696666666666665,30.2,18.0,17.816666666666666,22.9,10.1,3.183333333333333,25.5,0.0,3.5300000000000002,12.0,0.0,105.9,79.53333333333333,97.0,49.0,8.0
êÂë‰,2008,10,16.193548387096776,18.7,10.0,20.36774193548387,23.7,14.1,12.529032258064515,16.6,5.3,6.161290322580645,77.5,0.0,4.516129032258065,10.6,0.0,140.0,75.3225806451613,96.0,51.0,13.0
êÂë‰,2008,11,9.393333333333334,15.6,3.3,13.543333333333333,21.2,5.6,5.34,11.9,0.0,2.0,32.0,0.0,4.723333333333333,9.7,0.0,141.7,67.46666666666667,90.0,42.0,13.0
êÂë‰,2008,12,5.461290322580646,10.1,-1.1,10.093548387096773,15.8,3.1,1.1967741935483869,5.1,-2.8,1.1290322580645162,8.0,0.0,4.887096774193548,9.0,0.0,151.5,71.90322580645162,82.0,52.0,13.0
êÂë‰,2009,1,2.948387096774194,8.5,-0.2,6.606451612903226,13.3,1.9,-0.5161290322580645,4.8,-2.9,3.1129032258064515,41.5,0.0,4.596774193548387,9.0,0.0,142.5,67.16129032258064,94.0,50.0,12.0
êÂë‰,2009,2,3.2464285714285714,9.8,0.0,7.567857142857143,16.4,2.0,-0.7035714285714285,5.6,-3.8,1.3392857142857142,23.0,0.0,6.103571428571429,10.2,0.0,170.9,62.785714285714285,85.0,49.0,18.0
êÂë‰,2009,3,5.493548387096775,16.1,1.2,10.209677419354838,24.2,3.6,1.3548387096774193,7.0,-1.3,1.3387096774193548,30.0,0.0,5.809677419354839,10.7,0.0,180.1,59.193548387096776,87.0,43.0,18.0
êÂë‰,2009,4,11.536666666666667,17.3,4.2,16.486666666666668,26.1,6.5,7.25,12.7,2.9,6.016666666666667,60.0,0.0,6.723333333333333,12.6,0.0,201.7,63.5,95.0,38.0,17.0
êÂë‰,2009,5,16.54516129032258,21.4,11.6,21.32903225806452,29.0,16.9,12.67741935483871,16.1,6.5,2.596774193548387,41.5,0.0,5.280645161290322,12.2,0.0,163.7,69.25806451612904,96.0,38.0,12.0
êÂë‰,2009,6,19.163333333333334,25.9,15.9,23.263333333333332,32.8,17.2,16.043333333333333,19.9,11.0,4.266666666666667,65.5,0.0,3.95,13.3,0.0,118.5,80.03333333333333,97.0,54.0,10.0
êÂë‰,2009,7,22.700000000000003,27.0,18.8,26.53548387096774,31.4,19.6,20.067741935483873,23.1,16.2,4.209677419354839,25.0,0.0,3.3967741935483873,10.9,0.0,105.30000000000001,82.45161290322581,98.0,54.0,8.0
êÂë‰,2009,8,22.86774193548387,26.3,16.4,26.312903225806455,31.2,18.6,20.461290322580645,22.6,15.3,6.435483870967742,95.5,0.0,3.164516129032258,13.1,0.0,98.1,82.2258064516129,97.0,58.0,6.0
êÂë‰,2009,9,19.94,22.3,17.3,24.03666666666667,27.0,19.5,16.583333333333332,19.3,13.6,0.4,5.5,0.0,4.483333333333333,11.6,0.0,134.5,73.66666666666667,91.0,52.0,12.0
êÂë‰,2009,10,15.616129032258065,20.4,12.7,20.151612903225807,24.7,14.3,11.358064516129033,16.8,7.4,6.016129032258065,106.5,0.0,5.245161290322581,10.5,0.0,162.6,71.09677419354838,92.0,55.0,17.0
êÂë‰,2009,11,10.43,16.0,5.9,14.686666666666667,24.0,8.6,6.510000000000001,13.4,0.0,4.483333333333333,57.0,0.0,4.533333333333333,9.7,0.0,136.0,71.63333333333334,90.0,54.0,11.0
êÂë‰,2009,12,4.909677419354838,9.8,-0.9,8.403225806451612,15.1,0.7,1.6225806451612905,7.1,-2.5,2.4516129032258065,39.5,0.0,3.6225806451612903,9.2,0.0,112.3,68.48387096774194,86.0,52.0,7.0
êÂë‰,2010,1,2.7903225806451615,6.7,-1.4,6.84516129032258,15.1,0.0,-0.7612903225806451,1.6,-4.6,0.12903225806451613,1.0,0.0,5.02258064516129,9.0,0.0,155.7,63.83870967741935,83.0,49.0,13.0
êÂë‰,2010,2,2.0785714285714287,8.0,-4.5,5.978571428571429,13.3,-1.2,-1.3714285714285714,4.8,-6.1,0.875,6.0,0.0,4.235714285714286,10.3,0.0,118.6,69.75,92.0,55.0,10.0
êÂë‰,2010,3,4.429032258064517,9.6,-0.6,8.529032258064515,16.1,1.6,0.635483870967742,6.2,-1.8,2.8870967741935485,23.5,0.0,4.551612903225807,11.0,0.0,141.1,66.48387096774194,93.0,43.0,11.0
êÂë‰,2010,4,8.193333333333333,12.8,3.1,12.22,18.5,5.0,4.693333333333333,10.7,0.5,5.45,64.5,0.0,4.37,12.6,0.0,131.1,68.03333333333333,95.0,44.0,10.0
êÂë‰,2010,5,14.67741935483871,20.4,11.1,18.958064516129035,28.1,13.5,10.8,14.9,6.1,5.870967741935484,99.0,0.0,6.151612903225806,13.7,0.0,190.7,70.16129032258064,96.0,41.0,18.0
êÂë‰,2010,6,20.413333333333334,25.4,14.0,24.386666666666667,30.1,16.7,17.176666666666666,22.4,8.6,4.883333333333334,39.5,0.0,5.63,13.8,0.0,168.9,78.53333333333333,94.0,50.0,12.0
êÂë‰,2010,7,25.306451612903224,29.9,20.0,29.641935483870967,35.0,22.1,22.258064516129032,25.0,18.2,4.32258064516129,43.0,0.0,5.438709677419355,12.7,0.0,168.6,78.74193548387096,93.0,61.0,13.0
êÂë‰,2010,8,27.20967741935484,29.3,23.9,31.416129032258063,34.5,26.3,24.364516129032257,26.3,22.6,1.2096774193548387,13.0,0.0,6.035483870967742,12.1,0.0,187.1,76.83870967741936,88.0,65.0,13.0
êÂë‰,2010,9,21.65666666666667,29.4,14.0,25.376666666666665,35.5,14.7,18.490000000000002,25.0,11.1,8.266666666666667,69.5,0.0,4.1433333333333335,11.4,0.0,124.3,76.53333333333333,92.0,53.0,12.0
êÂë‰,2010,10,16.19677419354839,21.8,5.9,19.993548387096773,26.7,6.9,12.85483870967742,17.8,4.2,4.016129032258065,23.0,0.0,3.629032258064516,10.3,0.0,112.5,74.87096774193549,92.0,55.0,8.0
êÂë‰,2010,11,10.139999999999999,13.2,6.3,14.633333333333333,18.9,8.5,6.006666666666666,11.7,1.9,1.3333333333333333,27.5,0.0,5.116666666666666,9.9,0.0,153.5,66.86666666666666,93.0,50.0,13.0
êÂë‰,2010,12,5.738709677419355,14.6,-0.5,9.503225806451614,19.9,0.5,1.9903225806451612,7.7,-2.0,8.064516129032258,128.5,0.0,4.348387096774194,8.9,0.0,134.8,68.12903225806451,89.0,49.0,10.0
êÂë‰,2011,1,0.5129032258064515,4.3,-2.7,3.9000000000000004,9.1,0.3,-2.5,2.1,-7.0,0.27419354838709675,3.5,0.0,5.122580645161291,9.3,0.6,158.8,62.83870967741935,78.0,51.0,10.0
êÂë‰,2011,2,3.1964285714285716,8.2,0.2,7.560714285714286,14.0,1.6,-0.725,2.2,-2.6,1.8571428571428572,28.0,0.0,6.260714285714286,10.4,0.0,175.3,63.5,89.0,43.0,17.0
êÂë‰,2011,3,3.6806451612903226,11.0,-0.9,8.306451612903226,19.6,1.8,-0.5967741935483871,4.4,-4.1,1.403225806451613,17.0,0.0,5.796774193548386,11.1,0.0,179.7,63.096774193548384,82.0,44.0,17.0
êÂë‰,2011,4,10.016666666666667,14.9,4.2,15.346666666666666,21.3,8.6,5.193333333333333,10.5,-0.9,1.8333333333333333,20.0,0.0,7.069999999999999,12.3,0.0,212.1,59.53333333333333,95.0,37.0,22.0
êÂë‰,2011,5,15.561290322580644,20.8,10.7,20.364516129032257,27.5,13.1,11.851612903225806,16.4,7.7,7.17741935483871,121.0,0.0,6.17741935483871,13.7,0.0,191.5,67.93548387096774,95.0,41.0,18.0
êÂë‰,2011,6,20.566666666666666,27.8,11.4,24.98,34.4,13.4,16.986666666666668,22.2,9.2,4.5,40.5,0.0,6.133333333333334,13.2,0.0,184.0,77.3,98.0,60.0,17.0
êÂë‰,2011,7,24.76774193548387,29.2,18.3,28.98709677419355,34.6,22.1,21.816129032258065,25.9,16.1,3.1129032258064515,24.0,0.0,5.135483870967741,12.9,0.0,159.2,80.09677419354838,90.0,65.0,14.0
êÂë‰,2011,8,24.938709677419357,30.6,19.1,28.625806451612902,35.4,20.8,22.296774193548387,27.1,17.2,1.6451612903225807,21.0,0.0,4.206451612903226,12.1,0.0,130.4,81.90322580645162,95.0,57.0,12.0
êÂë‰,2011,9,22.076666666666664,27.5,15.7,26.19,32.9,18.0,19.009999999999998,24.6,12.6,12.083333333333334,235.0,0.0,4.546666666666667,11.3,0.0,136.4,80.03333333333333,95.0,53.0,14.0
êÂë‰,2011,10,15.948387096774193,20.6,12.4,20.39032258064516,27.2,16.1,11.77741935483871,17.7,7.1,3.4516129032258065,36.0,0.0,5.52258064516129,10.6,0.0,171.2,68.83870967741936,97.0,46.0,16.0
êÂë‰,2011,11,10.45,16.1,5.1,14.9,22.6,8.1,6.42,13.2,1.5,1.1666666666666667,10.0,0.0,4.7,9.9,0.0,141.0,71.86666666666666,92.0,55.0,10.0
êÂë‰,2011,12,3.364516129032258,9.6,-0.2,6.983870967741935,15.2,2.1,0.06129032258064516,5.3,-2.9,1.467741935483871,38.5,0.0,4.854838709677419,8.8,0.0,150.5,65.12903225806451,93.0,52.0,11.0
êÂë‰,2012,1,0.4096774193548387,3.4,-3.1,3.8419354838709676,10.4,-1.5,-2.5677419354838706,0.9,-7.0,0.7258064516129032,11.0,0.0,4.970967741935484,9.1,0.0,154.1,66.0,89.0,51.0,16.0
êÂë‰,2012,2,0.27241379310344827,4.8,-2.0,4.189655172413793,8.6,0.0,-3.0655172413793106,2.3,-7.4,1.5172413793103448,15.5,0.0,5.182758620689656,10.2,0.0,150.3,66.37931034482759,89.0,49.0,14.0
êÂë‰,2012,3,4.483870967741935,11.0,0.9,9.025806451612903,20.3,3.1,0.7193548387096774,5.2,-2.9,3.9838709677419355,44.0,0.0,4.964516129032258,11.0,0.0,153.9,67.45161290322581,94.0,44.0,14.0
êÂë‰,2012,4,9.773333333333333,15.8,3.2,14.173333333333334,21.8,6.8,6.3,12.1,-0.6,1.9,18.5,0.0,5.5633333333333335,11.6,0.0,166.9,67.86666666666666,93.0,43.0,17.0
êÂë‰,2012,5,15.919354838709678,18.9,12.5,20.31935483870968,25.2,15.3,12.325806451612904,14.6,8.6,7.225806451612903,130.5,0.0,6.074193548387097,13.6,0.0,188.3,72.03225806451613,96.0,50.0,15.0
êÂë‰,2012,6,18.226666666666667,21.9,14.7,22.216666666666665,27.9,16.3,15.49,17.9,12.5,6.9,85.0,0.0,5.296666666666667,14.0,0.0,158.9,77.43333333333334,94.0,65.0,14.0
êÂë‰,2012,7,22.76451612903226,28.4,17.2,26.62258064516129,33.8,18.8,19.961290322580645,25.0,15.8,5.290322580645161,74.5,0.0,4.138709677419355,13.3,0.0,128.3,83.61290322580645,95.0,72.0,11.0
êÂë‰,2012,8,26.212903225806453,28.2,21.8,30.84193548387097,33.9,23.7,23.351612903225806,25.2,19.8,0.7903225806451613,13.0,0.0,6.458064516129032,12.7,0.2,200.2,79.54838709677419,88.0,72.0,19.0
êÂë‰,2012,9,23.90666666666667,26.7,18.0,27.993333333333332,33.5,19.5,20.9,24.6,14.0,4.333333333333333,23.0,0.0,5.883333333333334,11.6,0.0,176.5,79.63333333333334,88.0,67.0,19.0
êÂë‰,2012,10,16.57741935483871,24.7,12.4,21.112903225806452,29.0,16.8,12.538709677419355,20.0,7.2,2.661290322580645,31.0,0.0,5.558064516129033,10.7,0.0,172.3,68.51612903225806,91.0,51.0,19.0
êÂë‰,2012,11,9.66,14.3,4.8,13.456666666666667,19.7,7.4,6.153333333333333,12.3,2.3,1.9333333333333333,22.0,0.0,3.856666666666667,10.0,0.0,115.7,64.6,92.0,47.0,8.0
êÂë‰,2012,12,3.3129032258064517,9.5,-1.9,6.780645161290322,13.8,0.6,-0.01612903225806452,5.0,-3.4,1.3709677419354838,13.0,0.0,4.632258064516129,9.1,0.0,143.6,66.90322580645162,89.0,51.0,13.0
êÂë‰,2013,1,0.6645161290322581,3.3,-2.8,4.206451612903226,8.2,0.2,-2.6806451612903226,0.1,-5.8,1.1935483870967742,18.5,0.0,5.509677419354839,9.0,0.0,170.8,67.12903225806451,86.0,52.0,14.0
êÂë‰,2013,2,1.0678571428571428,7.0,-3.2,4.9750000000000005,12.9,-0.6,-2.1928571428571426,2.2,-5.8,0.6607142857142857,4.5,0.0,5.2749999999999995,10.5,0.0,147.7,61.714285714285715,81.0,45.0,14.0
êÂë‰,2013,3,5.806451612903226,12.2,0.7,11.03225806451613,18.5,4.4,1.2000000000000002,6.9,-3.2,0.0967741935483871,1.0,0.0,6.04516129032258,11.1,0.0,187.4,57.58064516129032,83.0,41.0,21.0
êÂë‰,2013,4,10.21,15.8,3.6,14.943333333333333,25.1,7.5,5.9366666666666665,11.3,0.6,3.95,38.0,0.0,6.513333333333334,11.4,0.0,195.4,59.43333333333333,87.0,42.0,18.0
êÂë‰,2013,5,14.432258064516128,19.3,9.1,19.683870967741935,26.7,11.4,10.458064516129031,15.2,5.3,0.8870967741935484,6.5,0.0,7.367741935483871,13.4,0.0,228.4,70.35483870967742,95.0,43.0,18.0
êÂë‰,2013,6,19.033333333333335,22.4,13.8,23.146666666666665,27.9,16.3,16.323333333333334,19.6,10.3,3.066666666666667,33.0,0.0,5.053333333333333,14.1,0.0,151.6,83.16666666666667,95.0,60.0,12.0
êÂë‰,2013,7,22.22258064516129,28.9,18.5,25.561290322580643,32.9,20.1,20.009677419354837,23.4,17.3,8.306451612903226,59.5,0.0,2.07741935483871,9.7,0.0,64.4,86.06451612903226,98.0,62.0,4.0
êÂë‰,2013,8,25.625806451612902,30.5,20.1,29.9741935483871,35.6,21.3,22.370967741935484,25.9,18.3,2.8548387096774195,28.5,0.0,6.409677419354838,11.0,0.0,198.7,76.2258064516129,96.0,54.0,19.0
êÂë‰,2013,9,21.85,26.6,16.9,25.720000000000002,32.2,21.7,18.243333333333332,23.4,11.8,7.016666666666667,75.0,0.0,4.6033333333333335,11.9,0.0,138.1,76.76666666666667,93.0,52.0,11.0
êÂë‰,2013,10,16.654838709677417,23.1,12.5,20.316129032258065,27.6,14.6,13.687096774193549,20.6,7.7,5.790322580645161,53.0,0.0,3.4645161290322584,10.5,0.0,107.4,77.38709677419355,96.0,47.0,8.0
êÂë‰,2013,11,9.636666666666667,14.6,4.4,14.086666666666668,20.9,7.7,5.05,10.8,0.7,0.4666666666666667,5.0,0.0,5.33,10.0,0.0,159.9,65.2,78.0,52.0,13.0
êÂë‰,2013,12,4.706451612903226,9.0,0.6,8.264516129032257,14.3,2.8,1.4838709677419355,5.4,-1.8,2.096774193548387,47.0,0.0,4.183870967741935,8.9,0.0,129.7,69.03225806451613,86.0,51.0,9.0
êÂë‰,2014,1,1.9,6.4,-1.4,6.174193548387097,11.9,1.4,-1.9,1.9,-4.6,0.5806451612903226,5.0,0.0,5.903225806451613,9.8,0.3,183.0,62.483870967741936,74.0,47.0,19.0
êÂë‰,2014,2,1.4285714285714286,8.0,-3.5,5.203571428571428,13.2,-2.5,-2.0642857142857145,3.6,-4.9,2.8035714285714284,47.5,0.0,5.442857142857143,10.1,0.0,152.4,65.28571428571429,90.0,46.0,15.0
êÂë‰,2014,3,5.52258064516129,14.1,-0.4,9.838709677419354,22.8,3.6,1.903225806451613,9.9,-3.4,5.241935483870968,52.0,0.0,5.090322580645162,11.3,0.0,157.8,64.45161290322581,90.0,42.0,14.0
êÂë‰,2014,4,10.879999999999999,17.0,5.8,16.276666666666667,22.6,9.3,5.963333333333334,12.2,2.1,2.3,28.5,0.0,8.756666666666666,12.7,0.0,262.7,54.5,90.0,29.0,23.0
êÂë‰,2014,5,16.52258064516129,24.1,12.6,21.509677419354837,30.7,15.0,12.2,17.3,6.7,2.693548387096774,40.5,0.0,7.870967741935484,13.3,0.0,244.0,66.41935483870968,93.0,39.0,22.0
êÂë‰,2014,6,20.646666666666665,24.4,18.0,24.283333333333335,32.2,18.9,18.14,20.8,16.2,8.066666666666666,58.5,0.0,4.596666666666667,13.0,0.0,137.9,81.23333333333333,98.0,50.0,10.0
êÂë‰,2014,7,23.725806451612904,28.0,20.8,27.76774193548387,32.8,22.5,20.690322580645162,23.6,18.4,3.967741935483871,22.0,0.0,5.135483870967741,12.2,0.0,159.2,82.35483870967742,99.0,59.0,13.0
êÂë‰,2014,8,24.6,29.8,18.8,28.551612903225806,35.4,20.2,21.809677419354838,25.9,17.7,4.290322580645161,24.5,0.0,4.448387096774193,12.9,0.0,137.9,85.25806451612904,99.0,72.0,13.0
êÂë‰,2014,9,20.533333333333335,24.3,17.7,25.05666666666667,29.4,21.8,16.62666666666667,21.8,13.1,3.7333333333333334,57.5,0.0,6.426666666666667,11.5,0.2,192.8,72.8,92.0,51.0,20.0
